"","TP08A","TP08B","TP08C","TP08D","TP08E","TP08F","TP08G","TP08H","TP08J","TP08M","grp"
"5298",5.56,10,7.78,4.44,6.67,5.56,5.56,5.56,6.67,3.33,1
"5299",1.11,2.22,3.33,3.33,10,10,10,10,2.22,0,1
"5300",4.44,4.44,6.67,4.44,10,6.67,4.44,10,6.67,6.67,1
"5301",8.89,10,7.78,7.78,10,10,10,10,10,10,3
"5302",10,10,10,10,10,10,10,10,10,10,3
"5303",0,0,4.44,0,4.44,0,4.44,4.44,0,0,2
"5304",2.22,5.56,5.56,7.78,10,10,7.78,7.78,5.56,7.78,1
"5305",10,10,10,10,10,10,10,10,10,10,3
"5306",10,10,10,4.44,4.44,0,0,0,4.44,0,1
"5307",4,6,4,4,5,4,5,4,6,5,1
"5308",4.44,8.89,8.89,6.67,10,10,10,10,8.89,10,3
"5309",4.44,10,3.33,3.33,10,10,7.78,6.67,6.67,6.67,1
"5310",7.78,8.89,7.78,6.67,4.44,1.11,4.44,4.44,2.22,0,1
"5311",0,2,0,0,1,2,2,1,0,0,2
"5312",6.67,10,7.78,0,7.78,8.89,10,8.89,10,7.78,3
"5313",6.67,6.67,6.67,6.67,10,10,7.78,10,10,10,3
"5314",10,8,10,7,9,9,8,9,8,9,3
"5315",7.78,10,10,10,10,10,10,10,10,10,3
"5316",10,8.89,8.89,7.78,10,10,8.89,10,10,10,3
"5317",6,4,4,4,5,4,6,5,4,5,1
"5318",2,0,2,3,1,0,0,3,1,2,2
"5319",5.56,8.89,6.67,7.78,10,10,10,8.89,6.67,7.78,3
"5320",8.89,10,0,0,10,10,5.56,10,5.56,4.44,1
"5321",5,6,6,5,5,6,5,5,5,5,1
"5322",1,2,0,2,0,3,1,2,1,3,2
"5323",10,10,10,0,10,0,10,10,0,10,1
"5324",4.44,4.44,6.67,6.67,7.78,4.44,6.67,6.67,4.44,5.56,1
"5325",10,4.44,0,0,10,10,10,10,0,6.67,1
"5326",10,10,8.89,8.89,10,8.89,7.78,8.89,10,10,3
"5327",0,8.89,8.89,0,7.78,5.56,4.44,4.44,0,5.56,1
"5328",1,3,1,1,1,3,0,1,0,2,2
"5329",7.78,4.44,10,10,10,10,10,10,10,10,3
"5330",10,9,10,8,7,7,10,7,9,7,3
"5331",2.22,4.44,4.44,1.11,5.56,4.44,7.78,6.67,2.22,5.56,1
"5332",10,10,10,10,10,10,10,10,10,10,3
"5333",8.89,10,7.78,7.78,8.89,8.89,4.44,8.89,8.89,4.44,3
"5334",8.89,7.78,6.67,7.78,10,7.78,8.89,8.89,7.78,8.89,3
"5335",10,10,10,10,10,10,10,10,10,10,3
"5336",6,6,4,5,4,5,6,6,4,5,1
"5337",10,10,8.89,10,10,8.89,10,8.89,8.89,8.89,3
"5338",10,10,10,10,10,10,10,10,10,10,3
"5339",9,8,9,10,7,10,7,10,7,8,3
"5340",9,10,9,7,7,10,10,10,8,8,3
"5341",3,0,3,0,1,3,1,1,0,2,2
"5342",10,10,10,7.78,10,7.78,7.78,10,10,0,3
"5343",10,10,10,10,10,10,10,10,10,10,3
"5344",5.56,10,8.89,5.56,10,10,7.78,8.89,7.78,10,3
"5345",7.78,10,10,0,10,10,10,10,0,10,3
"5346",0,4.44,4.44,1.11,0,2.22,4.44,0,0,2.22,2
"5347",8,9,8,8,10,7,9,7,9,9,3
"5348",1,1,3,2,0,2,3,3,2,3,2
"5349",3,0,3,2,3,0,2,1,0,0,2
"5350",0,3,0,3,0,0,0,1,0,1,2
"5351",5,4,4,4,6,6,6,4,4,6,1
"5352",10,7,7,8,9,7,10,8,9,10,3
"5353",10,10,10,7.78,10,10,10,10,10,10,3
"5354",10,10,10,8.89,10,2.22,2.22,0,2.22,0,1
"5355",7.78,7.78,6.67,1.11,6.67,5.56,4.44,4.44,3.33,4.44,1
"5356",4.44,7.78,1.11,4.44,7.78,6.67,1.11,4.44,4.44,0,1
"5357",7.78,10,8.89,0,8.89,7.78,0,10,4.44,10,1
"5358",0,4.44,4.44,10,8.89,8.89,10,8.89,10,10,3
"5359",6.67,7.78,8.89,5.56,7.78,7.78,8.89,7.78,5.56,6.67,3
"5360",1,0,2,2,2,0,3,1,2,0,2
"5361",10,10,10,10,10,10,10,10,10,10,3
"5362",4.44,4.44,6.67,3.33,7.78,6.67,7.78,6.67,6.67,7.78,1
"5363",6.67,7.78,5.56,6.67,8.89,7.78,5.56,7.78,5.56,6.67,1
"5364",10,10,10,10,10,10,10,10,10,10,3
"5365",1,3,2,3,3,0,2,0,3,1,2
"5366",1,1,2,3,3,3,0,3,1,0,2
"5367",1.11,4.44,4.44,4.44,10,8.89,8.89,8.89,10,7.78,1
"5368",6.67,4.44,4.44,7.78,8.89,7.78,6.67,7.78,4.44,7.78,1
"5369",8,8,7,9,8,9,9,10,9,9,3
"5370",4.44,0,1.11,4.44,10,10,4.44,10,10,10,1
"5371",2,3,2,2,1,2,3,3,0,1,2
"5372",10,10,7.78,7.78,5.56,6.67,0,3.33,3.33,0,1
"5373",7.78,6.67,10,7.78,10,10,7.78,10,7.78,0,3
"5374",4,4,6,6,4,4,6,6,5,4,1
"5375",4.44,5.56,10,4.44,10,6.67,7.78,10,6.67,10,3
"5376",8,10,10,8,10,8,9,9,9,10,3
"5377",5,6,4,6,6,6,5,4,4,5,1
"5378",0,10,0,1.11,3.33,10,7.78,2.22,1.11,7.78,1
"5379",9,7,7,8,7,7,8,9,8,10,3
"5380",2,0,0,0,1,3,0,1,3,3,2
"5381",9,7,10,10,8,9,8,10,10,7,3
"5382",10,10,10,7.78,10,10,10,10,10,10,3
"5383",5,6,4,5,5,4,5,6,6,6,1
"5384",6,4,5,4,5,5,5,5,5,4,1
"5385",8.89,8.89,10,8.89,10,10,8.89,10,7.78,10,3
"5386",0,0,1,0,0,2,0,1,0,0,2
"5387",7.78,7.78,6.67,7.78,8.89,7.78,6.67,6.67,7.78,7.78,3
"5388",10,10,10,10,10,10,10,10,10,10,3
"5389",10,10,5.56,1.11,10,7.78,8.89,8.89,7.78,0,1
"5390",9,9,9,7,9,7,8,9,7,8,3
"5391",7.78,10,10,3.33,8.89,7.78,2.22,4.44,8.89,0,1
"5392",5,4,4,4,5,4,4,6,5,6,1
"5393",4,6,4,5,4,5,6,5,5,5,1
"5394",2,0,3,3,0,1,0,1,3,1,2
"5395",1,3,3,3,2,2,1,1,0,3,2
"5396",6.67,10,8.89,7.78,10,8.89,8.89,8.89,7.78,6.67,3
"5397",8,7,10,10,8,9,7,10,8,10,3
"5398",10,10,10,10,10,10,10,10,10,10,3
"5399",5.56,10,7.78,6.67,10,10,10,10,10,10,3
"5400",4.44,6.67,6.67,8.89,10,6.67,10,10,10,4.44,3
"5401",3.33,8.89,10,2.22,10,10,7.78,7.78,10,10,3
"5402",10,10,5.56,10,10,10,10,10,10,10,3
"5403",2.22,0,4.44,2.22,10,8.89,6.67,8.89,10,7.78,1
"5404",10,10,10,10,10,10,10,10,10,10,3
"5405",7.78,8.89,8.89,2.22,8.89,8.89,7.78,7.78,7.78,7.78,3
"5406",8,9,10,7,9,7,7,7,7,10,3
"5407",8.89,10,10,6.67,7.78,4.44,2.22,2.22,2.22,0,1
"5408",10,10,6.67,10,7.78,7.78,7.78,10,7.78,10,3
"5409",2,3,1,0,2,2,1,1,0,3,2
"5410",9,9,7,9,7,7,8,7,8,8,3
"5411",7.78,6.67,6.67,6.67,8.89,8.89,7.78,7.78,7.78,7.78,3
"5412",4.44,10,7.78,10,10,8.89,8.89,10,5.56,6.67,3
"5413",10,7.78,10,6.67,10,8.89,10,10,8.89,10,3
"5414",5.56,5.56,4.44,5.56,6.67,4.44,5.56,6.67,6.67,3.33,1
"5415",0,0,0,0,2,3,3,0,0,1,2
"5416",0,2,2,2,0,2,2,3,0,1,2
"5417",8.89,10,7.78,6.67,8.89,8.89,7.78,10,8.89,8.89,3
"5418",7.78,10,10,4.44,10,10,10,7.78,8.89,1.11,3
"5419",2.22,7.78,10,4.44,7.78,7.78,10,10,6.67,10,3
"5420",3,2,2,1,2,1,2,3,2,2,2
"5421",5,5,4,6,4,6,5,5,4,5,1
"5422",10,10,10,10,10,10,10,10,10,10,3
"5423",2,0,3,0,1,2,0,3,1,1,2
"5424",1,2,3,1,0,3,2,2,2,3,2
"5425",10,10,10,5.56,10,6.67,4.44,7.78,4.44,4.44,3
"5426",7.78,10,10,6.67,7.78,7.78,7.78,7.78,7.78,10,3
"5427",10,10,10,4.44,10,10,7.78,10,10,10,3
"5428",10,10,8.89,7.78,10,6.67,8.89,8.89,10,8.89,3
"5429",5.56,8.89,4.44,3.33,8.89,7.78,6.67,6.67,6.67,5.56,1
"5430",4.44,10,6.67,4.44,8.89,8.89,7.78,8.89,6.67,10,3
"5431",4.44,10,7.78,7.78,10,7.78,7.78,7.78,7.78,10,3
"5432",6.67,10,8.89,7.78,10,10,10,10,10,10,3
"5433",7,9,8,8,9,10,10,9,7,7,3
"5434",10,10,10,7.78,10,10,10,10,7.78,10,3
"5435",10,10,10,10,10,10,10,10,10,10,3
"5436",9,8,8,9,9,10,7,9,9,9,3
"5437",4,5,5,5,4,6,6,5,4,6,1
"5438",4.44,4.44,7.78,5.56,10,5.56,5.56,5.56,4.44,1.11,1
"5439",4.44,5.56,4.44,4.44,8.89,7.78,7.78,7.78,5.56,5.56,1
"5440",5.56,10,7.78,5.56,10,7.78,10,5.56,7.78,8.89,3
"5441",3,3,0,3,3,2,3,0,1,3,2
"5442",4.44,8.89,7.78,6.67,7.78,8.89,7.78,7.78,7.78,10,3
"5443",2.22,6.67,4.44,3.33,6.67,5.56,5.56,3.33,4.44,3.33,1
"5444",7.78,7.78,7.78,7.78,7.78,10,7.78,7.78,7.78,10,3
"5445",7.78,7.78,6.67,4.44,4.44,10,10,7.78,10,4.44,3
"5446",5.56,3,7.78,4.44,10,6.67,4.44,7.78,6.67,7.78,1
"5447",8,7,9,10,10,7,10,9,7,7,3
"5448",8,10,9,8,8,8,9,9,9,10,3
"5449",8.89,10,8.89,7.78,8.89,8.89,8.89,8.89,8.89,10,3
"5450",0,10,0,10,10,10,10,10,10,10,3
"5451",10,10,10,7.78,10,6.67,7.78,6.67,4.44,4.44,3
"5452",6,4,6,5,4,6,5,4,5,6,1
"5453",0,1,1,0,2,1,2,2,2,3,2
"5454",8.89,7.78,7.78,2.22,10,6.67,10,10,10,10,3
"5455",4.44,7.78,7.78,6.67,10,4.44,6.67,10,10,10,3
"5456",7.78,8.89,5.56,7.78,8.89,7.78,5.56,4.44,6.67,5.56,1
"5457",5.56,8.89,6.67,4.44,8.89,8.89,8.89,8.89,8.89,10,3
"5458",7.78,4.44,7.78,4.44,8.89,10,10,10,10,10,3
"5459",10,10,10,7.78,10,7.78,10,8.89,10,10,3
"5460",8.89,7.78,6.67,3.33,10,8.89,8.89,8.89,6.67,8.89,3
"5461",10,5.56,6.67,1.11,1.11,1.11,1.11,1.11,1.11,0,2
"5462",10,10,10,10,10,10,10,10,10,10,3
"5463",8.89,8.89,8.89,8.89,10,8.89,8.89,8.89,10,10,3
"5464",9,9,9,7,7,9,8,9,9,7,3
"5465",7.78,8.89,6.67,4.44,10,5.56,7.78,8.89,3.33,10,3
"5466",7.78,4.44,8.89,10,10,10,10,8.89,7.78,10,3
"5467",10,10,10,7.78,10,10,7.78,7.78,10,10,3
"5468",10,10,10,10,10,10,10,10,10,10,3
"5469",10,10,10,8.89,10,10,10,10,10,10,3
"5470",1.11,3.33,0,0,8.89,8.89,8.89,8.89,8.89,6.67,1
"5471",10,10,10,10,10,10,10,10,10,10,3
"5472",7.78,7.78,7.78,8.89,10,8.89,10,8.89,8.89,8.89,3
"5473",2,3,1,3,0,3,2,2,2,1,2
"5474",5.56,6.67,10,6.67,8.89,10,7.78,10,10,10,3
"5475",5.56,6.67,8.89,2.22,8.89,4.44,5.56,7.78,6.67,4.44,1
"5476",5.56,8.89,8.89,4.44,8.89,8.89,8.89,8.89,8.89,10,3
"5477",1,1,1,0,1,1,3,3,2,0,2
"5478",6,4,5,6,5,6,6,4,6,4,1
"5479",10,10,10,7.78,10,7.78,7.78,10,10,0,3
"5480",5,5,6,5,4,6,6,6,6,5,1
"5481",8.89,7.78,10,10,10,7.78,4.44,10,8.89,0,3
"5482",3.33,5.56,5.56,6.67,6.67,6.67,7.78,6.67,6.67,5.56,1
"5483",10,10,10,8.89,10,10,10,10,10,10,3
"5484",10,10,10,10,10,10,10,10,10,10,3
"5485",3,3,0,2,1,2,1,2,0,2,2
"5486",6.67,6.67,6.67,2.22,2.22,3.33,4.44,3.33,4.44,4.44,1
"5487",10,6.67,7.78,5.56,8.89,10,8.89,8.89,6.67,10,3
"5488",7.78,10,10,10,10,10,10,10,10,10,3
"5489",6,5,6,4,4,4,5,4,6,4,1
"5490",10,4.44,7.78,1.11,10,10,7.78,7.78,10,10,3
"5491",4.44,10,10,7.78,10,10,10,10,10,10,3
"5492",8.89,8.89,10,8.89,10,8.89,10,10,10,8.89,3
"5493",3.33,7.78,2.22,3.33,8.89,3.33,8.89,5.56,7.78,1.11,1
"5494",2,0,2,2,2,0,2,1,3,3,2
"5495",8.89,6.67,10,5.56,7.78,10,8.89,10,5.56,1.11,3
"5496",10,10,10,10,10,4.44,10,10,8.89,0,3
"5497",0,10,10,0,10,0,0,0,0,0,2
"5498",8.89,10,10,10,10,7.78,10,10,6.67,10,3
"5499",3,0,1,0,0,2,1,2,0,2,2
"5500",7.78,7.78,10,4.44,6.67,8.89,7.78,10,2.22,7.78,3
"5501",6,6,6,6,5,5,5,6,5,4,1
"5502",7.78,10,10,4.44,10,10,10,10,8.89,10,3
"5503",6.67,10,7.78,10,10,10,10,10,10,10,3
"5504",10,10,10,6.67,10,6.67,7.78,10,3.33,10,3
"5505",10,10,10,4.44,7.78,7.78,7.78,10,7.78,10,3
"5506",8.89,10,10,8.89,10,10,10,10,8.89,10,3
"5507",2,0,3,0,1,2,2,0,3,0,2
"5508",7.78,10,7.78,6.67,10,7.78,7.78,7.78,7.78,6.67,3
"5509",7.78,5.56,3.33,6.67,10,8.89,7.78,10,10,3.33,3
"5510",7.78,8.89,10,7.78,10,10,10,10,10,10,3
"5511",8.89,10,10,0,10,10,10,10,10,0,3
"5512",4,4,5,4,4,6,6,5,5,4,1
"5513",8.89,8.89,7.78,7.78,8.89,7.78,5.56,5.56,6.67,3.33,1
"5514",7.78,10,8.89,6.67,10,10,10,10,10,10,3
"5515",10,10,10,10,10,10,10,10,10,10,3
"5516",10,10,4.44,4.44,10,10,4.44,10,4.44,4.44,3
"5517",7.78,10,10,10,10,10,10,10,10,10,3
"5518",8,8,7,7,10,7,7,8,10,9,3
"5519",4,4,5,6,4,4,5,4,4,4,1
"5520",1.11,3.33,7.78,4.44,7.78,4.44,4.44,7.78,4.44,0,1
"5521",0,10,7.78,0,3.33,1.11,2.22,4.44,2.22,1.11,2
"5522",4,4,6,6,6,5,4,5,5,5,1
"5523",4.44,5.56,8.89,6.67,7.78,3.33,5.56,7.78,6.67,2.22,1
"5524",9,7,8,8,10,9,8,7,9,10,3
"5525",8.89,8.89,10,7.78,10,10,8.89,8.89,8.89,10,3
"5526",0,7.78,8.89,8.89,7.78,8.89,7.78,8.89,8.89,6.67,3
"5527",4.44,7.78,4.44,0,8.89,7.78,6.67,6.67,3.33,7.78,1
"5528",6,5,6,6,5,4,4,4,5,5,1
"5529",2.22,3,3.33,4.44,7.78,7.78,7.78,7.78,6.67,7.78,1
"5530",2.22,4.44,4.44,3.33,7.78,4.44,4.44,4.44,7.78,5.56,1
"5531",10,8.89,8.89,7.78,10,8.89,10,10,8.89,8.89,3
"5532",10,8,9,10,8,10,8,8,7,8,3
"5533",6.67,7.78,5.56,6.67,7.78,6.67,6.67,7.78,5.56,6.67,1
"5534",4,4,5,5,6,6,6,4,6,5,1
"5535",7.78,10,10,4.44,7.78,10,10,10,10,10,3
"5536",7.78,10,10,10,10,7.78,10,10,10,10,3
"5537",4.44,7.78,7.78,7.78,7.78,7.78,7.78,7.78,10,7.78,3
"5538",10,8.89,7.78,0,10,7.78,4.44,10,0,10,1
"5539",7.78,8.89,7.78,6.67,8.89,8.89,6.67,6.67,7.78,5.56,3
"5540",4.44,4.44,4.44,7.78,8.89,5.56,5.56,6.67,4.44,4.44,1
"5541",2,1,3,2,2,3,2,1,1,0,2
"5542",9,7,9,8,9,7,9,7,10,10,3
"5543",4,5,4,5,4,4,5,5,4,6,1
"5544",0,4.44,0,4.44,10,7.78,7.78,6.67,4.44,0,1
"5545",1,2,1,2,1,2,3,2,0,0,2
"5546",0,1,3,3,3,1,2,3,2,1,2
"5547",10,10,10,6.67,10,10,10,10,10,6.67,3
"5548",10,10,10,6.67,10,10,10,10,10,10,3
"5549",6.67,10,6.67,4.44,10,10,8.89,10,10,10,3
"5550",6,6,4,4,5,4,5,4,5,4,1
"5551",10,10,10,10,10,10,10,10,10,10,3
"5552",6,5,5,4,5,6,5,4,6,6,1
"5553",7.78,10,10,4.44,7.78,8.89,7.78,8.89,7.78,7.78,3
"5554",0,3.33,3.33,0,0,0,0,0,0,0,2
"5555",4,6,5,5,4,5,6,6,4,6,1
"5556",6.67,3.33,6.67,4.44,7.78,7.78,7.78,6.67,5.56,7.78,1
"5557",2,1,1,0,3,0,2,1,0,2,2
"5558",7.78,10,7.78,8.89,10,10,10,6.67,7.78,10,3
"5559",10,10,10,2.22,10,8.89,10,4.44,10,0,3
"5560",7.78,7.78,7.78,4.44,10,7.78,10,10,10,10,3
"5561",10,8.89,10,6.67,10,10,10,10,6.67,10,3
"5562",10,10,10,10,10,10,10,10,4.44,10,3
"5563",2,3,2,3,1,0,1,2,0,0,2
"5564",10,8.89,10,7.78,10,8.89,10,10,10,10,3
"5565",10,10,10,10,10,10,10,10,10,10,3
"5566",0,0,4.44,7.78,10,10,10,10,0,10,1
"5567",9,8,7,10,9,8,9,7,10,8,3
"5568",3.33,10,8.89,4.44,7.78,5.56,7.78,4.44,4.44,6.67,1
"5569",10,7.78,10,6.67,10,10,10,10,10,10,3
"5570",8,10,7,10,8,8,10,10,10,7,3
"5571",6.67,10,7.78,7.78,10,10,10,10,10,10,3
"5572",6.67,10,10,4.44,8.89,4.44,6.67,6.67,6.67,3.33,1
"5573",10,10,10,6.67,10,10,10,10,10,10,3
"5574",5.56,10,10,4.44,10,7.78,10,10,10,10,3
"5575",10,10,10,10,10,10,10,10,10,7.78,3
"5576",10,10,10,10,10,10,10,10,10,10,3
"5577",4.44,1.11,1.11,2.22,10,8.89,8.89,10,8.89,10,1
"5578",10,7.78,10,7.78,7.78,7.78,4.44,7.78,4.44,6.67,3
"5579",10,10,10,7.78,10,7.78,7.78,10,8.89,10,3
"5580",4.44,6.67,6.67,3.33,10,7.78,8.89,10,7.78,8.89,3
"5581",10,10,10,3.33,4.44,10,5.56,10,10,10,3
"5582",10,10,7.78,10,10,10,8.89,10,10,10,3
"5583",0,4.44,6.67,4.44,10,7.78,8.89,8.89,10,10,3
"5584",5.56,10,7.78,6.67,7.78,7.78,7.78,7.78,6.67,0,1
"5585",6,5,4,6,6,4,4,6,6,4,1
"5586",4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,7.78,4.44,1
"5587",3,10,4.44,7.78,10,4.44,2.22,3.33,3.33,1.11,1
"5588",2,2,0,3,2,0,3,3,1,2,2
"5589",4.44,0,0,8.89,8.89,6.67,2.22,8.89,4.44,0,1
"5590",2,2,2,0,1,3,3,3,3,3,2
"5591",8.89,8.89,10,8.89,10,10,10,10,8.89,10,3
"5592",10,7.78,5.56,10,10,7.78,2.22,7.78,7.78,2.22,1
"5593",8,8,7,7,7,10,10,8,9,10,3
"5594",0,10,10,1.11,10,10,10,10,10,10,3
"5595",8.89,7.78,7.78,8.89,10,8.89,8.89,8.89,7.78,8.89,3
"5596",10,8.89,7.78,4.44,10,7.78,10,10,6.67,8.89,3
"5597",10,9,7,9,8,8,10,8,8,10,3
"5598",8,9,8,10,8,8,9,8,9,8,3
"5599",7.78,8.89,10,10,7.78,10,10,10,8.89,10,3
"5600",10,10,10,6.67,10,10,10,10,10,10,3
"5601",8.89,8.89,10,4.44,10,10,10,8.89,10,10,3
"5602",5.56,5.56,5.56,3.33,7.78,6.67,6.67,5.56,6.67,6.67,1
"5603",3.33,4.44,10,1.11,7.78,8.89,3.33,7.78,5.56,1.11,1
"5604",10,10,10,6.67,10,10,10,10,10,10,3
"5605",2,3,2,1,2,3,1,0,2,3,2
"5606",7.78,7.78,8.89,7.78,6.67,6.67,8.89,7.78,8.89,8.89,3
"5607",7.78,4.44,10,6.67,10,10,10,10,10,10,3
"5608",10,8,9,7,7,10,9,8,8,8,3
"5609",7.78,7.78,7.78,4.44,10,7.78,7.78,10,10,10,3
"5610",7.78,7.78,10,4.44,8.89,7.78,7.78,10,6.67,4.44,3
"5611",6.67,10,8.89,8.89,8.89,8.89,8.89,7.78,7.78,8.89,3
"5612",6,4,5,5,5,6,6,5,5,6,1
"5613",4.44,6.67,7.78,4.44,8.89,8.89,8.89,7.78,6.67,8.89,3
"5614",4,4,4,4,4,5,6,5,5,6,1
"5615",4.44,7.78,7.78,2.22,10,8.89,6.67,8.89,7.78,8.89,3
"5616",7.78,8.89,4.44,10,10,10,10,10,10,3.33,3
"5617",1.11,1.11,3.33,0,3.33,0,0,1.11,1.11,0,2
"5618",0,4.44,1.11,0,0,0,0,0,0,0,2
"5619",10,10,10,10,10,10,10,10,10,10,3
"5620",1,0,3,1,0,3,0,3,3,1,2
"5621",8.89,10,8.89,8.89,10,10,10,10,10,10,3
"5622",10,10,7.78,4.44,10,10,10,10,10,10,3
"5623",5,5,5,5,6,5,5,4,5,4,1
"5624",8.89,8.89,8.89,6.67,8.89,6.67,8.89,4.44,7.78,8.89,3
"5625",10,10,10,7.78,10,10,10,10,8.89,10,3
"5626",4.44,4.44,7.78,4.44,7.78,7.78,6.67,6.67,7.78,2.22,1
"5627",4.44,4.44,4.44,7.78,8.89,7.78,6.67,8.89,4.44,5.56,1
"5628",10,10,9,7,10,9,8,8,7,8,3
"5629",8,10,7,7,8,10,10,7,8,9,3
"5630",6,5,5,6,6,6,4,5,5,6,1
"5631",7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,3
"5632",10,10,7.78,10,10,10,10,10,10,10,3
"5633",2.22,2.22,2.22,4.44,2.22,2.22,1.11,3.33,3.33,0,2
"5634",7.78,10,10,7.78,8.89,8.89,8.89,8.89,7.78,10,3
"5635",2.22,4.44,4.44,1.11,5.56,2.22,0,0,2.22,0,2
"5636",7.78,8.89,7.78,4.44,8.89,7.78,4.44,1.11,4.44,5.56,1
"5637",6.67,7.78,7.78,6.67,8.89,7.78,7.78,7.78,6.67,7.78,3
"5638",7,9,7,9,8,10,10,8,9,10,3
"5639",7.78,10,8.89,4.44,10,10,10,10,8.89,10,3
"5640",4.44,10,7.78,2.22,10,10,7.78,10,10,10,3
"5641",5,4,6,5,6,5,5,4,4,6,1
"5642",7.78,7.78,7.78,6.67,7.78,7.78,7.78,7.78,7.78,7.78,3
"5643",8,8,8,9,9,8,10,10,10,10,3
"5644",2,1,1,0,0,3,1,3,0,0,2
"5645",7.78,10,10,10,10,10,6.67,10,10,10,3
"5646",4,6,6,5,6,6,4,5,6,4,1
"5647",10,10,10,7.78,10,10,10,8.89,7.78,10,3
"5648",6,5,4,6,4,5,6,5,4,4,1
"5649",6,6,4,6,4,4,5,4,6,4,1
"5650",3,0,2,2,0,0,0,2,3,1,2
"5651",6,5,4,4,6,6,5,5,6,5,1
"5652",4,5,5,5,5,5,4,5,5,5,1
"5653",4.44,10,0,4.44,10,10,4.44,4.44,10,4.44,1
"5654",8.89,8.89,10,8.89,10,10,10,10,7.78,8.89,3
"5655",3,1,2,0,1,3,2,2,0,0,2
"5656",3,0,3,2,2,1,2,2,1,2,2
"5657",1,1,1,1,3,1,3,3,2,1,2
"5658",6.67,4.44,4.44,5.56,5.56,6.67,5.56,6.67,4.44,5.56,1
"5659",4.44,4.44,3.33,1.11,3.33,0,0,0,0,0,2
"5660",8,7,8,7,7,8,10,9,10,9,3
"5661",4,6,6,4,5,4,4,6,4,6,1
"5662",1.11,8.89,4.44,1.11,10,7.78,10,7.78,4.44,4.44,1
"5663",7,10,9,10,9,8,9,9,7,9,3
"5664",7.78,7.78,8.89,6.67,10,10,8.89,10,7.78,10,3
"5665",7.78,4.44,6.67,7.78,7.78,8.89,8.89,8.89,8.89,8.89,3
"5666",6.67,6.67,8.89,8.89,10,8.89,8.89,8.89,7.78,7.78,3
"5667",7.78,7.78,8.89,10,10,10,7.78,10,6.67,10,3
"5668",7.78,10,10,4.44,10,5.56,5.56,6.67,4.44,4.44,1
"5669",8.89,10,10,7.78,10,10,10,10,10,10,3
"5670",7.78,5.56,5.56,7.78,7.78,10,6.67,7.78,8.89,10,3
"5671",3,0,0,3,3,1,2,3,1,0,2
"5672",10,10,10,10,10,10,10,10,10,10,3
"5673",6.67,10,5.56,10,10,10,10,10,10,10,3
"5674",5,6,5,5,5,6,4,4,4,5,1
"5675",0,3,6.67,7.78,7.78,7.78,7.78,7.78,7.78,7.78,1
"5676",5,4,4,5,4,4,4,4,4,5,1
"5677",10,8.89,10,10,8.89,8.89,7.78,10,10,7.78,3
"5678",7.78,10,8.89,7.78,8.89,10,10,10,8.89,10,3
"5679",4.44,10,10,4.44,10,10,10,10,10,6.67,3
"5680",6.67,4.44,7.78,7.78,10,7.78,10,10,8.89,8.89,3
"5681",5,5,6,5,4,4,4,4,6,6,1
"5682",5,5,4,4,6,5,6,6,5,5,1
"5683",1,3,2,2,1,3,3,3,2,3,2
"5684",8,8,8,7,7,9,8,10,7,7,3
"5685",10,4.44,5.56,5.56,5.56,7.78,4.44,5.56,2.22,2.22,1
"5686",10,10,10,10,10,10,10,10,8.89,10,3
"5687",5.56,10,7.78,5.56,10,8.89,8.89,6.67,5.56,8.89,3
"5688",10,10,10,10,10,10,10,10,10,10,3
"5689",4.44,1.11,8.89,8.89,10,10,10,10,10,10,3
"5690",3,2,3,1,1,0,3,3,1,0,2
"5691",1.11,0,0,6.67,6.67,8.89,8.89,8.89,8.89,1.11,1
"5692",10,7.78,8.89,5.56,10,10,10,10,7.78,7.78,3
"5693",1,0,1,0,2,0,1,2,2,0,2
"5694",8.89,10,8.89,8.89,8.89,10,8.89,10,8.89,10,3
"5695",8.89,10,10,7.78,10,10,10,10,10,10,3
"5696",0,0,0,3,0,3,3,0,3,1,2
"5697",10,7.78,7.78,7.78,7.78,2.22,4.44,4.44,7.78,4.44,1
"5698",4.44,10,7.78,2.22,10,5.56,5.56,10,8.89,7.78,3
"5699",8.89,8.89,10,2.22,6.67,8.89,7.78,7.78,2.22,8.89,3
"5700",10,10,7.78,10,10,6.67,8.89,10,8.89,7.78,3
"5701",4.44,10,10,7.78,10,7.78,5.56,7.78,8.89,4.44,3
"5702",10,10,10,10,10,10,10,10,10,10,3
"5703",8.89,8.89,10,8.89,8.89,8.89,5.56,8.89,8.89,5.56,3
"5704",10,10,10,10,10,10,8.89,8.89,10,10,3
"5705",7.78,10,8.89,4.44,10,7.78,8.89,7.78,10,7.78,3
"5706",7.78,10,6.67,4.44,6.67,8.89,10,6.67,7.78,10,3
"5707",4.44,5.56,7.78,4.44,6.67,5.56,3.33,7.78,4.44,8.89,1
"5708",4,4,4,4,5,4,5,4,5,5,1
"5709",0,0,1,3,3,3,3,3,0,3,2
"5710",0,1,0,2,0,1,0,2,0,3,2
"5711",9,7,8,7,8,7,7,8,10,7,3
"5712",10,10,10,7.78,10,10,10,10,8.89,10,3
"5713",10,10,10,7.78,10,10,6.67,10,10,10,3
"5714",9,9,10,10,10,7,10,10,10,10,3
"5715",7.78,7.78,8.89,5.56,7.78,7.78,10,8.89,8.89,10,3
